lat,lng
",51.3854",",0.54977"
",51.3804",",0.57657"
",51.3516",",0.70784"
52.01036,-0.73286
52.03567,-0.69047
52.00139,-0.78935
52.13524,-0.4661
52.13367,-0.44582
52.10864,-0.48457
52.1951,-0.29579
52.03882,-0.77607
52.04267,-0.75544
52.04069,-0.75051
55.78756,-3.98678
55.77704,-3.93029
55.77925,-4.05353
55.77848,-4.02913
55.8198,-4.04066
55.85977,-4.01978
55.86335,-3.97613
51.54559,-0.10339
51.53284,-0.1068
51.53096,-0.12209
51.6105,-0.1435
51.60479,-0.17319
51.61559,-0.17655
51.61824,-0.10795
51.63282,-0.12958
51.59389,-0.06938
51.61234,-0.06472
51.56601,-0.13584
51.59195,-0.1057
51.59705,-0.10914
51.57696,-0.09811
51.55828,-0.11896
51.55542,-0.11264
54.97084,-1.61724
54.9759,-1.61261
54.92365,-1.61928
54.95663,-1.67422
54.95825,-1.67549
54.95616,-1.66342
54.95808,-1.66799
55.03536,-1.56029
55.02052,-1.53761
54.96392,-1.71571
55.08499,-1.59479
55.06474,-1.58091
55.13043,-1.54268
55.00878,-1.49662
55.00883,-1.44799
55.01266,-1.66649
55.03597,-1.62451
54.99798,-1.4325
54.97114,-1.45944
54.94677,-1.46616
54.90642,-1.50247
54.90134,-1.53212
54.99529,-1.68266
54.97714,-1.5753
55.18637,-1.56805
54.96179,-1.58808
52.95243,-1.1491
52.95459,-1.14775
52.95376,-1.15277
53.12633,-1.26377
53.13699,-1.21798
53.13608,-1.19777
53.14681,-1.19986
52.93856,-1.13008
53.20076,-1.02675
53.09194,-0.79013
52.90365,-0.63497
53.01238,-0.42263
52.96148,-1.06752
52.98125,-1.17417
52.99887,-1.13584
53.01012,-1.1905
52.94287,-1.16284
52.9029,-1.24416
52.23799,-0.89277
52.2374,-0.89737
52.25825,-1.15644
52.1283,-1.00371
52.41475,-0.7911
52.37649,-0.7174
52.39818,-0.72707
52.48755,-0.70327
52.49486,-0.68069
52.25525,-0.83458
52.24353,-0.83562
52.21345,-0.95184
52.23595,-0.93456
52.30629,-1.12317
52.30068,-0.69173
52.28476,-0.71099
52.35356,-0.54523
51.55618,-3.01978
51.59723,-3.07714
51.67175,-3.1941
51.60248,-2.92296
51.57418,-2.94534
51.58795,-2.99608
51.57458,-3.00893
51.5962,-2.99712
51.77658,-3.20581
51.69207,-3.01905
51.65339,-3.02064
",52.6102",",1.29161"
",52.7121",",1.40982"
",52.6272",",1.29268"
",52.6258",",1.29158"
",52.6073",",1.72896"
",52.5972",",1.71190"
",52.4746",",1.75083"
",52.4465",",1.72571"
",52.4749",",1.54620"
",52.6514",",1.18553"
",52.6522",",1.26324"
",52.6545",",1.26953"
",52.6682",",1.27223"
51.53724,-0.13857
51.53092,-0.1224
51.56395,-0.25738
51.55145,-0.26327
51.55606,-0.21115
51.55646,-0.17816
51.54476,-0.17661
51.57702,-0.22297
51.54936,-0.14112
51.53961,-0.19567
51.59096,-0.25518
53.54191,-2.11336
53.60223,-2.1667
53.61809,-2.15771
53.61774,-2.12851
53.55692,-2.13701
53.54561,-2.09218
53.48858,-2.09407
53.47874,-2.12508
53.5317,-2.15402
51.75224,-1.25789
51.62304,-1.11796
51.67039,-1.29989
51.61868,-1.30137
52.07186,-1.3439
52.06177,-1.33366
51.75307,-1.29339
51.77721,-1.49119
51.76232,-1.19535
55.84517,-4.42534
55.94465,-4.73529
55.84407,-4.47388
55.85676,-4.41483
52.57183,-0.24388
52.58545,-0.25522
52.57735,-0.22031
52.79659,-0.12316
",52.7735",",0.13464"
",52.6532",",0.14702"
52.97541,-0.03168
",53.1926",",0.34772"
",53.1441",",0.34511"
52.33148,-0.25193
52.34962,-0.17781
52.58866,-0.28491
",52.7543",",0.39541"
",52.7402",",0.40958"
",52.6526",",0.72381"
52.63182,-0.29745
52.61198,-0.18814
52.53064,-0.31777
52.53704,-0.26297
52.65844,-0.46555
56.40748,-3.44373
56.38728,-3.48109
56.8221,-5.1056
50.37133,-4.1399
50.37133,-4.14545
50.33345,-4.79275
50.41417,-4.12735
50.39198,-4.08335
50.36574,-4.10075
50.80271,-1.088
50.79521,-1.11989
50.83465,-1.18693
50.85266,-1.18029
50.84246,-0.75609
50.82968,-0.78423
50.81475,-1.07961
50.78301,-0.67424
50.81737,-1.05421
50.69863,-1.29514
50.71075,-1.14548
50.79555,-1.06795
50.83756,-1.07026
50.88068,-1.03006
50.85152,-0.98458
53.75964,-2.70063
53.77282,-2.67863
53.75669,-2.7055
53.76247,-2.74043
53.79024,-2.68466
53.69711,-2.69063
53.74709,-2.68518
53.65484,-2.62345
53.64646,-3.00643
53.6529,-3.01275
53.63222,-2.96947
51.45662,-0.9738
51.45402,-0.96898
51.45743,-0.95854
51.41679,-0.75137
51.40343,-0.7646
51.40413,-1.32479
51.38876,-1.31728
51.42303,-0.98006
51.34856,-1.34131
51.2624,-1.087
51.25077,-1.11168
51.26408,-1.1184
51.45563,-0.9907
51.44192,-1.06136
51.44678,-0.908
51.24032,-0.16712
51.21266,-0.17115
51.1137,-0.1922
51.12045,-0.18904
51.12371,-0.19196
51.11383,-0.1919
51.06337,-0.33264
50.99082,-0.34205
50.95421,-0.13198
51.12828,-0.01338
51.15779,-0.15137
51.15599,-0.16305
",51.5748",",0.17869"
",51.5754",",0.18365"
",51.5772",",0.18230"
",51.5292",",0.15522"
",51.5627",",0.21600"
",51.5097",",0.39748"
",51.4690",",0.34710"
",51.4861",",0.27395"
",51.4862",",0.27419"
",51.4861",",0.28523"
",51.5893",",0.22000"
",51.6001",",0.21122"
",51.5881",",0.14222"
",51.5652",",0.14516"
",51.5318",",0.13676"
53.38263,-1.46776
53.37357,-1.46183
53.34417,-1.35483
53.33827,-1.34118
53.31559,-1.28306
53.23507,-1.42783
53.22815,-1.42225
53.28397,-1.29162
53.40135,-1.49323
53.43183,-1.35712
53.4095,-1.36123
53.44236,-1.31643
53.42302,-1.25493
53.54548,-1.43853
53.5599,-1.47418
53.50909,-1.38879
53.48979,-1.49006
53.34624,-1.49051
53.31001,-1.14592
53.41049,-1.41022
53.40688,-1.40711
53.39208,-1.40953
51.62025,-3.94306
51.62046,-3.91058
51.65334,-3.841
51.62857,-3.82001
51.73721,-3.64228
51.59111,-3.79022
51.79584,-4.0826
51.67795,-4.13438
51.84654,-4.30947
51.67779,-3.99721
51.63333,-3.96242
51.66371,-3.91991
51.7918,-4.97904
51.69407,-4.93182
51.48436,-0.06845
51.5015,-0.11957
51.50302,-0.11119
51.50425,-0.08739
51.48174,-0.01076
51.46051,-0.01123
51.47061,-0.06919
51.4895,-0.09675
",51.4914",",0.06719"
51.41501,-0.05291
",51.4911",",0.08344"
",51.5073",",0.11146"
51.47325,-0.09298
51.44446,-0.01796
",51.4896",",0.02089"
51.48968,-0.04248
",51.4509",",0.05242"
",51.4524",",0.03555"
51.90126,-0.20183
51.89473,-0.19823
51.90057,-0.20861
51.79961,-0.0446
51.95439,-0.26666
52.01466,-0.20248
53.4119,-2.1595
53.40689,-2.16088
53.27375,-2.11373
53.45321,-2.02475
53.42004,-2.16057
53.42332,-2.12053
53.3779,-2.11775
51.50848,-0.5919
51.50332,-0.60013
51.5204,-0.63637
51.51835,-0.61481
51.50684,-0.62957
51.48356,-0.60873
51.52313,-0.7176
51.36516,-0.19373
51.37407,-0.20581
51.37296,-0.22603
51.56019,-1.78722
51.38181,-2.14315
51.44827,-2.14961
51.56879,-1.77923
51.59693,-1.80713
51.56971,-1.7531
51.55791,-1.82833
51.61679,-1.63599
50.91823,-1.45366
50.90479,-1.41385
50.90314,-1.40745
50.91816,-1.42801
50.93914,-1.38022
51.06268,-1.31377
50.92349,-1.31254
50.91825,-1.48859
50.96745,-1.35377
50.95284,-1.53462
51.06959,-1.79378
51.2089,-1.4801
54.90733,-1.38393
54.87782,-1.36175
54.88172,-1.42361
54.9186,-1.43342
54.91685,-1.38216
54.81434,-1.37283
54.75972,-1.33155
",51.5365",",0.71378"
",51.5395",",0.71248"
",51.5643",",0.50648"
",51.5699",",0.46044"
",51.5699",",0.45702"
",51.5915",",0.48096"
",51.5826",",0.46507"
",51.5841",",0.42410"
",51.5517",",0.73527"
",51.5666",",0.70297"
",51.5757",",0.60224"
",51.5525",",0.60875"
",51.5232",",0.55224"
53.02546,-2.17397
53.02826,-2.19279
52.91027,-1.87188
52.80646,-2.11729
52.81593,-2.12388
52.9664,-2.08066
53.0092,-2.1665
52.99509,-2.20791
53.01048,-2.22692
53.03563,-2.23869
53.07109,-2.21579
51.46291,-0.16782
51.44385,-0.15237
51.46375,-0.21582
51.42686,-0.1667
51.4624,-0.18758
51.44839,-0.16947
51.42014,-0.20352
51.50624,-0.12696
51.49662,-0.14063
51.49523,-0.14351
51.49396,-0.14428
51.44589,-0.12542
51.49833,-0.1658
51.48972,-0.16269
51.46278,-0.13596
51.4924,-0.19358
51.48286,-0.20067
51.47304,-0.1352
51.46402,-0.1129
52.70868,-2.75364
52.7405,-2.72019
52.51426,-3.30959
52.40542,-4.06567
52.69034,-2.75463
51.02394,-3.06621
51.01466,-3.09883
51.20371,-3.46391
51.13211,-2.99809
55.6244,-2.82624
55.78408,-2.0156
52.69119,-2.48919
52.72437,-2.43399
52.6802,-2.44823
52.67721,-2.44306
",51.1347",",0.26660"
",51.2990",",0.19261"
",51.2710",",0.03986"
",51.2710",",0.03986"
",51.1562",",0.29009"
",50.9695",",0.09293"
",51.1271",",0.89752"
",51.1384",",0.87779"
",51.1485",",0.87421"
",51.1620",",0.87067"
",50.8553",",0.58153"
",50.8872",",0.54883"
",50.8450",",0.50208"
",51.1928",",0.27224"
50.52369,-3.59425
50.46799,-3.53189
50.48277,-3.54931
50.42174,-3.58803
50.16157,-5.09045
50.2256,-5.27751
50.12871,-5.5085
50.19709,-5.39689
50.26534,-5.10744
50.40166,-5.061
50.37786,-4.94073
54.57447,-1.23573
54.61443,-1.06644
54.55793,-1.27866
54.5763,-1.28102
54.59083,-1.35062
54.62832,-1.3077
54.69111,-1.20251
54.68453,-1.21164
54.67926,-1.21111
54.57512,-1.20534
54.57403,-1.22416
54.52274,-1.21952
51.44719,-0.40966
51.43684,-0.37746
51.43418,-0.51107
51.4361,-0.51219
51.46882,-0.36287
51.47539,-0.39655
51.48612,-0.29897
51.46029,-0.30272
51.51271,-0.38437
51.50988,-0.35501
51.51568,-0.40444
51.50636,-0.41921
51.48136,-0.44286
51.54283,-0.37903
51.5423,-0.34139
51.48203,-0.48079
51.54494,-0.4741
51.54845,-0.48118
51.55411,-0.48822
51.50898,-0.19685
51.50463,-0.22062
51.51684,-0.14235
51.51486,-0.14417
51.51379,-0.14969
51.51644,-0.13095
51.51552,-0.13892
51.5135,-0.15939
51.52443,-0.13788
51.52132,-0.15703
51.511,-0.13384
51.51031,-0.13129
51.51679,-0.17816
51.51591,-0.17352
51.5175,-0.16628
51.51251,-0.18746
51.50697,-0.27037
51.49262,-0.25793
51.534,-0.29612
51.51379,-0.30371
51.49264,-0.22835
51.49196,-0.22325
51.50112,-0.19307
53.38546,-2.58654
53.38801,-2.59248
53.45194,-2.73493
53.45051,-2.64278
53.35912,-2.50531
53.4055,-2.35037
53.40045,-2.59509
53.46859,-2.58967
53.41526,-2.52651
53.41615,-2.62521
53.32719,-2.69975
53.36552,-2.73039
53.36156,-2.74079
53.44155,-2.73057
51.51789,-0.11969
51.51152,-0.12709
51.50907,-0.12442
51.65721,-0.39906
51.65406,-0.39437
51.67708,-0.39728
51.69229,-0.38593
51.65848,-0.3508
51.65842,-0.27145
53.68146,-1.49426
53.70923,-1.33573
53.69074,-1.62913
53.70924,-1.67691
53.74448,-1.63751
53.67825,-1.52287
53.67592,-1.5016
53.69683,-1.32073
53.54845,-2.62984
53.52059,-2.59574
53.52009,-2.65294
53.53964,-2.64892
53.49676,-2.51854
53.50339,-2.52472
53.5501,-2.77177
52.1938,-2.22161
52.07751,-1.93801
52.1311,-2.30309
52.19165,-2.22926
52.21309,-2.19869
52.06686,-2.15835
52.06547,-2.15703
52.28946,-2.11886
52.58528,-1.98376
52.56687,-1.98967
52.6884,-2.0277
52.67833,-2.04827
52.69364,-2.00935
52.68384,-1.82689
52.65127,-1.83443
52.59661,-2.00067
52.60659,-1.96143
52.58125,-2.14405
52.60186,-2.12995
52.61889,-2.11435
52.59605,-2.09087
52.5852,-2.04058
52.56235,-2.08114
52.54295,-2.09052
52.57771,-2.13567
53.96073,-1.08473
54.28132,-0.3978
54.23671,-0.41835
54.08268,-0.20822
53.9234,-1.06644
53.90626,-1.18558
53.99153,-1.10963
53.98683,-1.04716
